0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.50889677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.046263345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.8647687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03202847,0,0,0,0,0,0
0,0,0,0,0,0.34163702,0,1,0.4252669,0,0.95729536,0,0,0,0,0,0,0,0,0,0,0.03202847,0,1,0,0,0,0,0,0
0,0,0,0,0,0.81672597,0.017793594,0,0.9430605,0,0,0.8256228,0.14056939,0,0,0,0,0,0,0,0,0.77935946,0,1,0.83985764,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0.81850535,0,0,0,0,0,0,0,0,0,0,0,0,0.25266904,0,0,0,0
0,0,0,0,0,0.48932385,0,1,0.46619216,0,0.93594307,0.21352313,0,0.40569395,0.28291816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0.30427048,0,0,1,0.099644125,0,0,0.09786477,0,0.9145908,0.049822062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.980427,0,0,0.980427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0.35231316,0,0,0.6725979,0,0.9964413,0,0,0.9857651,0.4074733,0,0.9964413,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.9982206,0.47153026,0,0,0,0,0,0,0,0,0,0,0.94128114,0,0,0.9982206,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.4163701,0,0,0,0,0,0,0,0,0.37366548,0,0,0.40213522,0,0,0,0.0071174377,0,0,0,0,0,0,0,0,0,0
0,0,0.64234877,0.12633452,1,0,0,0,0,0,0,0.6548043,0,1,0.22241993,0,0.99110323,0.24021353,0,1,0.4466192,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.85231316,0.02846975,0,0.9982206,0.008896797,0,0.9341637,0,0,0.36120996,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.12811388,0.99110323,0.014234875,0,0,0,0,0,0.0071174377,0,0.37188613,0,0,1,0,0,0.94483984,0,0,0,0,0,0,0,0
0,0,0,0,0,0.12811388,0,0.4163701,0.49822065,0,0,0.68149465,0,1,0.28113878,0,1,0.32740214,0,1,0.29893237,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.9145908,0.06049822,0,0.93950176,0,0,0,0,0,0.7241993,0,0,0.97153026,0.06939502,0,1,0.13167259,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0.46263346,0,0,0.87366545,0,0,0,0,0,0.9679715,0,0,0.46619216,0,0,0,0,0,0,0,0,0,0,0
0,0,0.6868327,0,0,0.73843414,0,1,0.07473309,0,0.8683274,0.010676157,0,1,0,0,0.9875445,0.7064057,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.06405694,0,0.9982206,0.49288255,0,0.80071175,0,0,0.97153026,0,0,0.2508897,0,0,0.6067616,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.06405694,0.80071175,0,0,0.50711745,0,0,1,0,0,0.98932385,0,0,0.9786477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.8380783,0,0.5391459,0.8131673,0,1,0.20996441,0,0.95907474,0,0,0.9857651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.62811387,0,1,0.06227758,0,0.97153026,0.2455516,0,1,0,0,0.9430605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03914591,0,0.9661922,0,0,0.37188613,0,0,0.28825623,0.0035587188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0.7758007,0,0.9982206,0.13523132,0,1,0.20462634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.44483986,0,0.77046263,0,0,0,0.46085408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0071174377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

